dot_1|dot|noun|B2+|a small round mark, especially one that is printed|/dɒt/|/dɑːt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dot/dot__/dot__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dot/dot__/dot__us_1.mp3|<li class="" htag="li"><span class="x">There are dots above the letters i and j.</span></li>;<li class="" htag="li"><span class="x">Text and graphics are printed at 300 dots per inch.</span></li>;<li class="" htag="li"><span class="x">The helicopters appeared as two black dots on the horizon.</span></li>;<li class="" htag="li"><span class="x">The island is a small green dot on the map.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dot_1|<li class="" htag="li"><span class="x">Có các dấu chấm phía trên chữ i và j.</span></li>;<li class="" htag="li"><span class="x">Văn bản và đồ họa được in ở mức 300 chấm trên một inch.</span></li>;<li class="" htag="li"><span class="x">Những chiếc trực thăng xuất hiện như hai chấm đen trên đường chân trời.</span></li>;<li class="" htag="li"><span class="x">Hòn đảo là một chấm xanh nhỏ trên bản đồ.</span></li>|một dấu tròn nhỏ, đặc biệt là dấu được in
downtown_2|downtown|adjective|B2+|in, towards or typical of the centre of a city, especially its main business area|/ˌdaʊnˈtaʊn/|/ˌdaʊnˈtaʊn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downt/downtown__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dow/downt/downtown__us_4.mp3|<li class="" htag="li"><span class="x">a downtown store</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/downtown_2|<li class="" htag="li"><span class="x">một cửa hàng ở trung tâm thành phố</span></li>|trong, hướng tới hoặc đặc trưng của trung tâm thành phố, đặc biệt là khu vực kinh doanh chính của thành phố
downtown_1|downtown|adverb|B2+|in or towards the centre of a city, especially its main business area|/ˌdaʊnˈtaʊn/|/ˌdaʊnˈtaʊn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downt/downtown__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dow/downt/downtown__us_4.mp3|<li class="" htag="li"><span class="x">to go/work downtown</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/downtown_1|<li class="" htag="li"><span class="x">đi/làm việc ở trung tâm thành phố</span></li>|ở trong hoặc hướng về trung tâm thành phố, đặc biệt là khu vực kinh doanh chính của thành phố
downtown_3|downtown|noun|B2+|the centre of a city, especially its main business area|/ˌdaʊnˈtaʊn/|/ˌdaʊnˈtaʊn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downt/downtown__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dow/downt/downtown__us_4.mp3|<li class="" htag="li"><span class="x">a hotel in the heart of downtown</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/downtown_3|<li class="" htag="li"><span class="x">một khách sạn ở trung tâm thành phố</span></li>|trung tâm của một thành phố, đặc biệt là khu vực kinh doanh chính của nó
drain_1|drain|verb|C1|to make something empty or dry by removing the liquid from it; to become empty or dry in this way|/dreɪn/|/dreɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dra/drain/drain__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dra/drain/drain__us_1.mp3|<li class="" htag="li"><span class="x">Drain and rinse the pasta.</span></li>;<li class="" htag="li"><span class="x">The marshes have been drained.</span></li>;<li class="" htag="li"><span class="x">You will need to drain the central heating system before you replace the radiator.</span></li>;<li class="" htag="li"><span class="x">The swimming pool drains very slowly.</span></li>;<li class="" htag="li"><span class="x">Leave the dishes to drain.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/drain_1|<li class="" htag="li"><span class="x">Rửa sạch và để ráo mì ống.</span></li>;<li class="" htag="li"><span class="x">Các đầm lầy đã bị cạn nước.</span></li>;<li class="" htag="li"><span class="x">Bạn sẽ cần phải xả hết nước trong hệ thống sưởi ấm trung tâm trước khi thay bộ tản nhiệt.</span></li>;<li class="" htag="li"><span class="x">Nước trong hồ bơi thoát rất chậm.</span></li>;<li class="" htag="li"><span class="x">Để bát đĩa ráo nước.</span></li>|làm cho cái gì đó trở nên rỗng hoặc khô bằng cách loại bỏ chất lỏng ra khỏi nó; trở nên rỗng hoặc khô theo cách này
dramatically|dramatically|adverb|B2+|very suddenly and to a very great and often surprising degree|/drəˈmætɪkli/|/drəˈmætɪkli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dra/drama/dramatically__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dra/drama/dramatically__us_1.mp3|<li class="" htag="li"><span class="x">Prices have fallen dramatically.</span></li>;<li class="" htag="li"><span class="x">Prices have increased dramatically in the last few years.</span></li>;<li class="" htag="li"><span class="x">Events could have developed in a dramatically different way.</span></li>;<li class="" htag="li"><span class="x">Since then the situation has changed dramatically.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dramatically|<li class="" htag="li"><span class="x">Giá cả đã giảm đáng kể.</span></li>;<li class="" htag="li"><span class="x">Giá cả đã tăng đáng kể trong vài năm trở lại đây.</span></li>;<li class="" htag="li"><span class="x">Sự kiện có thể diễn biến theo một cách hoàn toàn khác.</span></li>;<li class="" htag="li"><span class="x">Từ đó tình hình đã thay đổi đáng kể.</span></li>|rất đột ngột và ở mức độ rất lớn và thường gây ngạc nhiên
drift_1|drift|verb|C1|to move along smoothly and slowly in water or air|/drɪft/|/drɪft/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dri/drift/drift__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dri/drift/drift__us_1.mp3|<li class="" htag="li"><span class="x">Clouds drifted across the sky.</span></li>;<li class="" htag="li"><span class="x">The empty boat drifted out to sea.</span></li>;<li class="" htag="li"><span class="x">A cool breeze drifted through the open window.</span></li>;<li class="" htag="li"><span class="x">Smoke drifted across the room.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/drift_1|<li class="" htag="li"><span class="x">Những đám mây trôi ngang bầu trời.</span></li>;<li class="" htag="li"><span class="x">Chiếc thuyền trống rỗng trôi ra biển.</span></li>;<li class="" htag="li"><span class="x">Một làn gió mát thổi qua cửa sổ mở.</span></li>;<li class="" htag="li"><span class="x">Khói bay khắp phòng.</span></li>|di chuyển nhẹ nhàng và chậm rãi trong nước hoặc trên không
driving_2|driving|adjective|C1|strong and powerful; having a strong influence in making something happen|/ˈdraɪvɪŋ/|/ˈdraɪvɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dri/drivi/driving__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dri/drivi/driving__us_1.mp3|<li class="" htag="li"><span class="x">Who was <span class="cl">the driving force</span> <span class="gloss" hclass="gloss" htag="span">(= the person with the strongest influence)</span> in the band?</span></li>;<li class="" htag="li"><span class="x">She only got where she is today through hard work and a driving ambition.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/driving_2|<li class="" htag="li"><span class="x">Ai là <span class="cl">động lực thúc đẩy</span> <span class="gloss" hclass="gloss" htag="span">(= the person with the strongest influence)</span> in the band?</span></li>;<li class="" htag="li"><span class="x">Cô ấy chỉ có được vị trí như ngày hôm nay nhờ sự chăm chỉ và tham vọng mãnh liệt.</span></li>|mạnh mẽ và quyền lực; có ảnh hưởng lớn trong việc khiến điều gì đó xảy ra
drought|drought|noun|B2+|a long period of time when there is little or no rain|/draʊt/|/draʊt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dro/droug/drought__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dro/droug/drought__us_1.mp3|<li class="" htag="li"><span class="x">Farmers are facing ruin after two years of severe drought.</span></li>;<li class="" htag="li"><span class="x">one of the worst droughts on record</span></li>;<li class="" htag="li"><span class="x">The country’s entire grain harvest has been hit by drought.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/drought|<li class="" htag="li"><span class="x">Nông dân đang phải đối mặt với nguy cơ phá sản sau hai năm hạn hán nghiêm trọng.</span></li>;<li class="" htag="li"><span class="x">một trong những đợt hạn hán tồi tệ nhất được ghi nhận</span></li>;<li class="" htag="li"><span class="x">Toàn bộ vụ thu hoạch ngũ cốc của đất nước đã bị ảnh hưởng bởi hạn hán.</span></li>|một khoảng thời gian dài khi có rất ít hoặc không có mưa
drown|drown|verb|C1|to die because you have been underwater too long and you cannot breathe; to kill somebody by holding them underwater|/draʊn/|/draʊn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dro/drown/drown__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dro/drown/drown__us_1.mp3|<li class="" htag="li"><span class="x">Two children drowned after falling into the river.</span></li>;<li class="" htag="li"><span class="x">He had attempted to rescue the drowning man.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">drown somebody/something/yourself</span> <span class="x">She tried to drown herself.</span></li>;<li class="" htag="li"><span class="x">They had drowned the unwanted kittens.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be drowned</span> <span class="x">He was drowned at sea.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/drown|<li class="" htag="li"><span class="x">Hai trẻ em chết đuối sau khi rơi xuống sông.</span></li>;<li class="" htag="li"><span class="x">Anh ta đã cố gắng cứu người đàn ông đang chết đuối.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">drown somebody/something/yourself</span> <span class="x">Cô ấy đã cố gắng tự tử.</span></li>;<li class="" htag="li"><span class="x">Họ đã dìm chết những chú mèo con không mong muốn.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be drowned</span> <span class="x">Ông ấy đã chết đuối trên biển.</span></li>|chết vì ở dưới nước quá lâu và không thở được; giết ai đó bằng cách giữ họ dưới nước
dual|dual|adjective|C1|having two parts or aspects|/ˈdjuːəl/|/ˈduːəl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dua/dual_/dual__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dua/dual_/dual__us_1.mp3|<li class="" htag="li"><span class="x">his dual role as composer and conductor</span></li>;<li class="" htag="li"><span class="x">She has <span class="cl">dual nationality</span> <span class="gloss" hclass="gloss" htag="span">(= is a citizen of two different countries)</span>.</span></li>;<li class="" htag="li"><span class="x">The piece of furniture serves a dual purpose as a cupboard and as a table.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dual|<li class="" htag="li"><span class="x">vai trò kép của ông là nhà soạn nhạc và nhạc trưởng</span></li>;<li class="" htag="li"><span class="x">Cô ấy có <span class="cl">hai quốc tịch</span> <span class="gloss" hclass="gloss" htag="span">(= is a citizen of two different countries)</span>.</span></li>;<li class="" htag="li"><span class="x">Món đồ nội thất này có chức năng kép, vừa là tủ đựng đồ vừa là bàn.</span></li>|có hai phần hoặc hai khía cạnh
dub_1|dub|verb|C1|to give somebody/something a particular name, often in a humorous or critical way|/dʌb/|/dʌb/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dub/dub__/dub__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dub/dub__/dub__us_1.mp3|<li class="" htag="li"><span class="x">The media dubbed anorexia ‘the slimming disease’.</span></li>;<li class="" htag="li"><span class="x">Genetically modified products have been dubbed ‘Frankenfoods’ in the popular press.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dub_1|<li class="" htag="li"><span class="x">Các phương tiện truyền thông gọi chứng chán ăn là “bệnh gầy”.</span></li>;<li class="" htag="li"><span class="x">Các sản phẩm biến đổi gen được báo chí phổ biến gọi là 'Frankenfoods'.</span></li>|đặt cho ai đó/cái gì đó một cái tên cụ thể, thường theo cách hài hước hoặc mang tính chỉ trích
dull_1|dull|adjective|B2+|not interesting or exciting|/dʌl/|/dʌl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dul/dull_/dull__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dul/dull_/dull__us_1.mp3|<li class="" htag="li"><span class="x">Life in a small town could be deadly dull.</span></li>;<li class="" htag="li"><span class="x">The countryside was flat, dull and uninteresting.</span></li>;<li class="" htag="li"><span class="x">The first half of the game was pretty dull.</span></li>;<li class="" htag="li"><span class="x">There's <span class="cl">never a dull moment</span> when John's around.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dull_1|<li class="" htag="li"><span class="x">Cuộc sống ở một thị trấn nhỏ có thể rất buồn tẻ.</span></li>;<li class="" htag="li"><span class="x">Cảnh đồng quê bằng phẳng, buồn tẻ và không thú vị.</span></li>;<li class="" htag="li"><span class="x">Nửa đầu của trận đấu khá buồn tẻ.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Không bao giờ có khoảnh khắc buồn tẻ</span> when John's around.</span></li>|không thú vị hoặc hấp dẫn
dumb_1|dumb|adjective|C1|stupid|/dʌm/|/dʌm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dum/dumb_/dumb__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dum/dumb_/dumb__us_1.mp3|<li class="" htag="li"><span class="x">That was a pretty dumb thing to do.</span></li>;<li class="" htag="li"><span class="x">If the police question you, <span class="cl">act dumb</span> <span class="gloss" hclass="gloss" htag="span">(= pretend you do not know anything)</span>.</span></li>;<li class="" htag="li"><span class="x">In her early movies she played a <span class="cl">dumb blonde</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dumb_1|<li class="" htag="li"><span class="x">Đó thực sự là một việc làm ngu ngốc.</span></li>;<li class="" htag="li"><span class="x">Nếu cảnh sát thẩm vấn bạn, hãy <span class="cl">giả vờ ngốc nghếch</span> <span class="gloss" hclass="gloss" htag="span">(= pretend you do not know anything)</span>.</span></li>;<li class="" htag="li"><span class="x">Trong những bộ phim đầu tiên của mình, cô ấy vào vai một cô gái tóc vàng ngốc nghếch</span>.</span></li>|ngốc nghếch
dump_1|dump|verb|B2+|to get rid of something you do not want, especially in a place that is not suitable|/dʌmp/|/dʌmp/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dum/dump_/dump__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dum/dump_/dump__us_1.mp3|<li class="" htag="li"><span class="x">Too much toxic waste is being dumped at sea.</span></li>;<li class="" htag="li"><span class="x">The dead body was just dumped by the roadside.</span></li>;<li class="" htag="li"><span class="x">Any vessel dumping at sea without a licence will be prosecuted.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dump_1|<li class="" htag="li"><span class="x">Quá nhiều chất thải độc hại đang bị đổ xuống biển.</span></li>;<li class="" htag="li"><span class="x">Xác chết chỉ bị vứt bên lề đường.</span></li>;<li class="" htag="li"><span class="x">Bất kỳ tàu thuyền nào đổ chất thải xuống biển mà không có giấy phép sẽ bị truy tố.</span></li>|loại bỏ thứ gì đó bạn không muốn, đặc biệt là ở một nơi không phù hợp
duo|duo|noun|C1|two people who perform together or are often seen or thought of together|/ˈdjuːəʊ/|/ˈduːəʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/duo/duo__/duo__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/duo/duo__/duo__us_1.mp3|<li class="" htag="li"><span class="x">the comedy duo Laurel and Hardy</span></li>;<li class="" htag="li"><span class="x">the goal-scoring duo of Coates and Winterbotham</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/duo|<li class="" htag="li"><span class="x">bộ đôi hài kịch Laurel và Hardy</span></li>;<li class="" htag="li"><span class="x">bộ đôi ghi bàn Coates và Winterbotham</span></li>|hai người biểu diễn cùng nhau hoặc thường được nhìn thấy hoặc nghĩ đến cùng nhau
duration|duration|noun|B2+|the length of time that something lasts or continues|/djuˈreɪʃn/|/duˈreɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dur/durat/duration__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dur/durat/duration__us_1.mp3|<li class="" htag="li"><span class="x">The school was used as a hospital for the duration of the war.</span></li>;<li class="" htag="li"><span class="x">a contract of three years’ duration</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/duration|<li class="" htag="li"><span class="x">Ngôi trường được sử dụng làm bệnh viện trong suốt thời gian chiến tranh.</span></li>;<li class="" htag="li"><span class="x">một hợp đồng có thời hạn ba năm</span></li>|khoảng thời gian mà một cái gì đó kéo dài hoặc tiếp tục
dynamic_1|dynamic|adjective|B2+|having a lot of energy and a strong personality|/daɪˈnæmɪk/|/daɪˈnæmɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dyn/dynam/dynamic__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dyn/dynam/dynamic__us_1.mp3|<li class="" htag="li"><span class="x">a dynamic leader</span></li>;<li class="" htag="li"><span class="x">He was a dynamic young advertising executive.</span></li>;<li class="" htag="li"><span class="x">She has a dynamic personality.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dynamic_1|<li class="" htag="li"><span class="x">một nhà lãnh đạo năng động</span></li>;<li class="" htag="li"><span class="x">Anh ấy là một giám đốc quảng cáo trẻ năng động.</span></li>;<li class="" htag="li"><span class="x">Cô ấy có tính cách năng động.</span></li>|có nhiều năng lượng và tính cách mạnh mẽ
dynamic_2|dynamic|noun|C1|the way in which people or things behave and react to each other in a particular situation|/daɪˈnæmɪk/|/daɪˈnæmɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dyn/dynam/dynamic__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dyn/dynam/dynamic__us_1.mp3|<li class="" htag="li"><span class="x">the dynamics of political change</span></li>;<li class="" htag="li"><span class="x"><span class="cl">group dynamics</span> <span class="gloss" hclass="gloss" htag="span">(= the way in which members of a group react to each other)</span></span></li>;<li class="" htag="li"><span class="x">Market dynamics are working in the company’s favour.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/dynamic_2|<li class="" htag="li"><span class="x">động lực của sự thay đổi chính trị</span></li>;<li class="" htag="li"><span class="x"><span class="cl">động lực nhóm</span> <span class="gloss" hclass="gloss" htag="span">(= the way in which members of a group react to each other)</span></span></li>;<li class="" htag="li"><span class="x">Biến động thị trường đang có chiều hướng có lợi cho công ty.</span></li>|cách mà mọi người hoặc mọi vật cư xử và phản ứng với nhau trong một tình huống cụ thể
eager|eager|adjective|C1|very interested and excited by something that is going to happen or about something that you want to do; showing this|/ˈiːɡə(r)/|/ˈiːɡər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eag/eager/eager__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eag/eager/eager__us_1.mp3|<li class="" htag="li"><span class="x">eager crowds outside the stadium</span></li>;<li class="" htag="li"><span class="x">Small eager faces looked up and listened.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">eager for something</span> <span class="x">She is eager for <span class="gloss" hclass="gloss" htag="span">(= wants very much to get)</span> her parents' approval.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">eager to do something</span> <span class="x">Everyone in the class seemed eager to learn.</span></li>;<li class="" htag="li"><span class="x">They're <span class="cl">eager to please</span> <span class="gloss" hclass="gloss" htag="span">(= wanting to be helpful)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/eager|<li class="" htag="li"><span class="x">đám đông háo hức bên ngoài sân vận động</span></li>;<li class="" htag="li"><span class="x">Những khuôn mặt nhỏ nhắn háo hức ngước lên và lắng nghe.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">eager for something</span> <span class="x">Cô ấy háo hức với <span class="gloss" hclass="gloss" htag="span">(= muốn có được rất nhiều)</span> her parents' approval.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">eager to do something</span> <span class="x">Mọi người trong lớp đều có vẻ háo hức muốn học.</span></li>;<li class="" htag="li"><span class="x">Họ <span class="cl">háo hức làm hài lòng</span> <span class="gloss" hclass="gloss" htag="span">(= wanting to be helpful)</span>.</span></li>|rất quan tâm và phấn khích về điều gì đó sắp xảy ra hoặc về điều gì đó mà bạn muốn làm; thể hiện điều này
earnings|earnings|noun|C1|the money that you earn for the work that you do|/ˈɜːnɪŋz/|/ˈɜːrnɪŋz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/earni/earnings__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/earni/earnings__us_1.mp3|<li class="" htag="li"><span class="x">a rise in average earnings</span></li>;<li class="" htag="li"><span class="x">She is claiming compensation for loss of earnings.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/earnings|<li class="" htag="li"><span class="x">sự gia tăng thu nhập trung bình</span></li>;<li class="" htag="li"><span class="x">Cô ấy đang yêu cầu bồi thường cho khoản thu nhập bị mất.</span></li>|số tiền bạn kiếm được cho công việc bạn làm
ease_1|ease|noun|C1|lack of difficulty|/iːz/|/iːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/ease_/ease__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/ease_/ease__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">with ease</span> <span class="x">He passed the exam with ease.</span></li>;<li class="" htag="li"><span class="x">The ease with which she learns languages is astonishing.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for ease of something</span> <span class="x">All important points are numbered for ease of reference <span class="gloss" hclass="gloss" htag="span">(= so that you can find them easily)</span>.</span></li>;<li class="" htag="li"><span class="x">This computer is popular for its good design and <span class="cl">ease of use</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/ease_1|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">with ease</span> <span class="x">Anh ấy đã vượt qua kỳ thi một cách dễ dàng.</span></li>;<li class="" htag="li"><span class="x">Sự dễ dàng mà cô ấy học ngoại ngữ thật đáng kinh ngạc.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for ease of something</span> <span class="x">Tất cả các điểm quan trọng đều được đánh số để dễ tham khảo <span class="gloss" hclass="gloss" htag="span">(= để bạn có thể tìm thấy chúng dễ dàng)</span>.</span></li>;<li class="" htag="li"><span class="x">Máy tính này được ưa chuộng vì thiết kế đẹp và dễ sử dụng</span>.</span></li>|thiếu khó khăn
ease_2|ease|verb|C1|to become less unpleasant, painful or severe; to make something less unpleasant, etc.|/iːz/|/iːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/ease_/ease__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/ease_/ease__us_1.mp3|<li class="" htag="li"><span class="x">The pain immediately eased.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">ease something</span> <span class="x">This should help ease the pain.</span></li>;<li class="" htag="li"><span class="x">The plan should ease traffic congestion in the town.</span></li>;<li class="" htag="li"><span class="x">It would <span class="cl">ease my mind</span> <span class="gloss" hclass="gloss" htag="span">(= make me less worried)</span> to know that she was settled.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/ease_2|<li class="" htag="li"><span class="x">Cơn đau lập tức dịu đi.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">ease something</span> <span class="x">Điều này sẽ giúp làm dịu cơn đau.</span></li>;<li class="" htag="li"><span class="x">Kế hoạch này sẽ giúp giảm bớt tình trạng tắc nghẽn giao thông trong thị trấn.</span></li>;<li class="" htag="li"><span class="x">Nó sẽ <span class="cl">làm tôi dễ chịu hơn</span> <span class="gloss" hclass="gloss" htag="span">(= make me less worried)</span> to know that she was settled.</span></li>|trở nên ít khó chịu, đau đớn hoặc nghiêm trọng hơn; làm cho điều gì đó bớt khó chịu hơn, v.v.
echo_2|echo|noun|C1|the reflecting of sound off a wall or inside a particular space so that a noise appears to be repeated; a sound that is reflected back in this way|/ˈekəʊ/|/ˈekəʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ech/echo_/echo__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ech/echo_/echo__us_1.mp3|<li class="" htag="li"><span class="x">There was an echo on the phone and I couldn't hear clearly.</span></li>;<li class="" htag="li"><span class="x">The hills sent back a faint echo.</span></li>;<li class="" htag="li"><span class="x">the echo of footsteps running down the corridor</span></li>;<li class="" htag="li"><span class="x">‘So you love him, do you?’ Magda’s voice was a mocking echo of my own.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/echo_2|<li class="" htag="li"><span class="x">Có tiếng vọng trên điện thoại và tôi không nghe rõ.</span></li>;<li class="" htag="li"><span class="x">Những ngọn đồi phản chiếu lại tiếng vọng yếu ớt.</span></li>;<li class="" htag="li"><span class="x">tiếng vọng của tiếng bước chân chạy dọc hành lang</span></li>;<li class="" htag="li"><span class="x">""Vậy là cô yêu anh ta, phải không?"" Giọng nói của Magda như tiếng vọng chế giễu của tôi.</span></li>|sự phản xạ âm thanh từ một bức tường hoặc bên trong một không gian cụ thể khiến cho tiếng ồn có vẻ như được lặp lại; một âm thanh được phản xạ trở lại theo cách này
echo_1|echo|verb|C1|if a sound echoes, it is reflected off a wall, the side of a mountain, etc. so that you can hear it again|/ˈekəʊ/|/ˈekəʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ech/echo_/echo__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ech/echo_/echo__us_1.mp3|<li class="" htag="li"><span class="x">Her footsteps echoed in the empty room.</span></li>;<li class="" htag="li"><span class="x">The gunshot echoed through the forest.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/echo_1|<li class="" htag="li"><span class="x">Tiếng bước chân của cô vang vọng trong căn phòng trống.</span></li>;<li class="" htag="li"><span class="x">Tiếng súng vang vọng khắp khu rừng.</span></li>|nếu âm thanh vang vọng, nó sẽ phản xạ lại từ một bức tường, sườn núi, v.v. để bạn có thể nghe lại
ecological|ecological|adjective|C1|connected with the relation of plants and living creatures to each other and to their environment|/ˌiːkəˈlɒdʒɪkl/|/ˌiːkəˈlɑːdʒɪkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/ecolo/ecological__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/ecolo/ecological__us_1_rr.mp3|<li class="" htag="li"><span class="x">We risk upsetting the ecological balance of the area.</span></li>;<li class="" htag="li"><span class="x">an ecological disaster <span class="gloss" hclass="gloss" htag="span">(= one that alters the whole balance of <a class=""Ref"" href=""https://www.oxfordlearnersdictionaries.com/definition/english/ecology"" title=""ecology definition""><span class=""ndv"">ecology</span></a> in an area)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/ecological|<li class="" htag="li"><span class="x">Chúng ta có nguy cơ làm mất cân bằng sinh thái của khu vực.</span></li>;<li class="" htag="li"><span class="x">một thảm họa sinh thái <span class="gloss" hclass="gloss" htag="span">(= thảm họa làm thay đổi toàn bộ sự cân bằng của <a class=""Ref"" href=""https://www.oxfordlearnersdictionaries.com/definition/english/ecology"" title=""ecology definition""><span class=""ndv"">sinh thái</span></a> in an area)</span></span></li>|liên quan đến mối quan hệ giữa thực vật và sinh vật sống với nhau và với môi trường của chúng
